order,pid,ms_sub_class,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,sale_type,sale_condition,sale_price,house_age,porch_x_deck,total_bathrooms,sqft_above_ground
914,909251170,50,RL,51,6171,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,976,GasA,Ex,Y,SBrkr,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,216,Fa,TA,Y,WD,Normal,137450,84,163,2.5,1608
341,924152030,60,RL,74,12961,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,Mn,GLQ,Unf,1152,GasA,Ex,Y,SBrkr,3,1,Gd,7,Typ,1,Fa,Attchd,Fin,2,616,TA,TA,Y,WD,Normal,231000,17,474,3.5,1797
602,534276040,20,RL,70,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,864,GasA,Ex,Y,SBrkr,2,1,TA,5,Typ,0,none,Detchd,Unf,1,300,Ex,Ex,Y,WD,Normal,127500,50,0,1,864
1496,908152110,60,RL,72,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,684,GasA,TA,Y,SBrkr,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,440,TA,TA,Y,WD,Normal,160500,32,0,1.5,1398
1462,907255060,20,RL,NA,14860,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1778,GasA,Ex,Y,SBrkr,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,715,TA,TA,Y,WD,Normal,300000,6,217,3,1786
340,924151040,20,RL,76,9892,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,Gd,GLQ,LwQ,1679,GasA,Ex,Y,SBrkr,3,1,Gd,6,Typ,2,TA,Attchd,Unf,2,482,TA,TA,Y,WD,Normal,285000,16,415,4,1803
1969,535457050,20,RL,70,7000,Pave,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Feedr,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,none,none,none,none,none,0,GasA,Gd,Y,SBrkr,3,1,TA,7,Typ,0,none,Attchd,Fin,1,300,TA,TA,Y,WD,Normal,99000,46,0,1,925
1112,528427070,60,RL,86,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,894,GasA,Ex,Y,SBrkr,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,668,TA,TA,Y,WD,Normal,214000,1,118,2.5,1933
1798,528458120,60,FV,75,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1088,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,960,TA,TA,Y,WD,Normal,270000,1,254,2.5,1959
526,528480040,60,FV,85,10574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1082,GasA,Ex,Y,SBrkr,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3,960,TA,TA,Y,WD,Normal,252000,4,210,2.5,1953
1347,903234090,70,RM,51,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,1100,GasA,TA,Y,SBrkr,4,1,TA,7,Typ,0,none,Detchd,Unf,2,576,TA,TA,Y,WD,Normal,123500,85,194,2,1902
1523,909250230,90,RL,64,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,ALQ,Rec,960,GasA,Ex,Y,SBrkr,4,2,TA,10,Typ,2,Gd,Detchd,Unf,2,480,TA,TA,Y,WD,Abnorml,161900,78,369,5,1920
1476,907412070,20,RL,65,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1436,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,0,none,Attchd,Unf,2,484,TA,TA,Y,WD,Normal,210000,4,237,3,1436
1423,906223220,80,RL,85,10541,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,672,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2,472,TA,TA,Y,WD,Normal,229000,12,133,2.5,2037
2238,910202030,30,RM,46,3672,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,816,GasA,Ex,Y,SBrkr,2,1,TA,5,Typ,0,none,Detchd,Unf,1,100,Fa,Fa,N,WD,Normal,75200,85,96,1,816
403,527450280,160,RM,21,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,483,GasA,TA,Y,SBrkr,2,1,TA,5,Typ,0,none,Detchd,Unf,1,264,TA,TA,Y,WD,Normal,111000,36,0,2.5,987
1906,534475170,60,RL,100,9500,Pave,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Artery,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,816,GasA,TA,Y,SBrkr,4,1,TA,9,Typ,1,TA,Attchd,RFn,2,540,TA,TA,Y,WD,Normal,165000,43,52,2,1977
1017,527301170,60,RL,46,17727.75,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,No,Unf,Unf,791,GasA,Gd,Y,SBrkr,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,542,TA,TA,Y,WD,Normal,215000,22,427,2.5,2093
2066,905225020,60,RL,99,16779,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,Fa,CBlock,Gd,TA,No,BLQ,Unf,671,GasA,Fa,Y,SBrkr,4,1,TA,11,Mod,1,Gd,Attchd,Unf,2,638,TA,TA,Y,WD,Normal,158000,87,593,3,2654
470,528228295,120,RL,51,3635,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,1386,GasA,Ex,Y,SBrkr,1,1,Gd,7,Typ,1,TA,Attchd,RFn,3,660,TA,TA,Y,WD,Normal,175900,2,163,2.5,1569
673,535403280,20,RL,64,8712,Pave,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,992,GasA,TA,Y,SBrkr,2,1,TA,5,Typ,0,none,Detchd,Unf,1,756,TA,TA,Y,WD,Normal,153000,52,0,2,1306
2863,909280030,50,RL,86,11500,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,CBlock,Gd,TA,No,Rec,Unf,1017,GasA,Gd,Y,SBrkr,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,1,180,Fa,TA,Y,WD,Normal,250000,70,322,1.5,2057
2407,528181040,120,RL,40,6792,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1368,GasA,Ex,Y,SBrkr,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,474,TA,TA,Y,New,Partial,202665,1,167,2,1368
2025,903425270,50,RL,60,8550,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Fa,TA,No,Unf,Unf,750,GasA,TA,Y,SBrkr,4,1,TA,7,Typ,0,none,Detchd,Unf,2,576,TA,TA,Y,ConLw,Family,90000,81,0,1,1316
393,527401160,90,RL,60,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,"NAmes",Norm,Norm,Duplex,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,896,GasA,TA,Y,SBrkr,4,2,TA,8,Typ,0,none,none,none,0,0,none,none,Y,WD,Normal,136000,35,77,3,1792
2196,909176170,90,RL,60,10890,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,5,6,Hip,CompShg,Wd Sdng,Plywood,None,TA,TA,PConc,TA,TA,Mn,Rec,Unf,1296,Grav,Fa,N,FuseA,6,2,TA,12,Min2,0,none,none,none,0,0,none,none,Y,WD,AdjLand,150000,84,593,4,2592
2813,907414040,20,RL,65,8772,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1336,GasA,Ex,Y,SBrkr,3,1,Gd,6,Typ,0,none,Attchd,Unf,2,502,TA,TA,Y,New,Partial,198000,1,179,3,1336
2332,527210050,60,RL,63,12292,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,Gd,GLQ,Unf,1094,GasA,Ex,Y,SBrkr,4,1,Gd,11,Typ,1,Gd,BuiltIn,Fin,3,675,TA,TA,Y,New,Partial,356383,0,285,2.5,2473
773,905105190,20,RL,65,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,Unf,864,GasA,Ex,Y,SBrkr,3,1,Gd,5,Typ,0,none,Attchd,Fin,1,288,TA,TA,Y,WD,Normal,130000,42,64,1,899
549,531452070,120,RL,50,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1332,GasA,Gd,Y,SBrkr,2,1,Gd,5,Typ,0,none,Attchd,RFn,2,542,TA,TA,Y,WD,Normal,145000,19,60,2,1332
1378,905102170,20,RL,70,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,1040,GasA,Ex,Y,SBrkr,3,1,TA,5,Typ,0,none,Detchd,Unf,1,384,TA,TA,Y,WD,Normal,129500,43,0,2,1040
581,534127130,20,RL,NA,11717,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,1442,GasA,TA,Y,SBrkr,2,1,TA,6,Typ,1,TA,Attchd,RFn,2,615,TA,TA,Y,WD,Normal,185000,39,371,2,1442
541,531375090,20,RL,63,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,1114,GasA,Ex,Y,SBrkr,3,1,Gd,6,Typ,0,none,none,none,0,0,none,none,Y,WD,Normal,142000,5,39,1.5,1114
2145,907250050,20,RL,80,10386,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,2000,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,0,none,Attchd,Fin,3,888,TA,TA,Y,WD,Normal,305900,3,168,3,2000
141,535152130,20,RL,NA,8050,Pave,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,1143,GasA,TA,Y,SBrkr,3,1,TA,6,Typ,0,none,Attchd,RFn,1,308,TA,TA,Y,WD,Normal,136000,51,0,2,1143
1590,923202015,90,RM,78,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,1344,GasA,Ex,Y,SBrkr,2,2,TA,8,Typ,0,none,Attchd,Fin,4,784,TA,TA,Y,WD,Alloca,206300,11,0,4,1344
1588,921201060,20,RL,85,11447,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1964,GasA,Ex,Y,SBrkr,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,892,TA,TA,Y,WD,Normal,370000,3,265,3.5,1964
597,534250400,60,RL,80,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1165,GasA,Gd,Y,SBrkr,4,1,TA,8,Typ,1,TA,Attchd,RFn,2,498,TA,TA,Y,COD,Abnorml,168500,35,273,3,2061
492,528292040,60,RL,NA,17727.75,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,841,GasA,Ex,Y,SBrkr,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,502,TA,TA,Y,WD,Normal,181000,10,103,2.5,1675
1559,911226030,70,C (all),60,9000,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Stone,Fa,Fa,Mn,Unf,Unf,592,GasA,Ex,Y,SBrkr,3,1,Fa,5,Min2,0,none,Detchd,Unf,1,216,Fa,Fa,N,WD,Normal,65000,88,190,1.5,864
1593,923204040,85,RL,150,14137,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,1200,GasA,Gd,Y,SBrkr,3,1,TA,6,Typ,0,none,2Types,Fin,3,850,TA,TA,Y,ConLD,Normal,173000,44,290,2,1200
2502,533127080,60,RL,NA,14541,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,1338,GasA,Ex,Y,SBrkr,5,1,Gd,10,Typ,1,TA,Attchd,RFn,3,796,TA,TA,Y,WD,Abnorml,310000,13,264,3.5,2520
1710,528166150,60,RL,110,14277,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1317,GasA,Ex,Y,SBrkr,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,818,TA,TA,Y,WD,Normal,350000,4,420,3.5,2385
2609,535402100,80,RL,83,10184,Pave,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1083,GasA,TA,Y,SBrkr,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,294,TA,TA,Y,WD,Normal,165000,43,420,1.5,1146
2191,908275090,50,RL,70,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,7,Gable,CompShg,MetalSd,HdBoard,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,560,GasA,Gd,N,SBrkr,2,1,TA,6,Min2,0,none,Detchd,Unf,1,384,Fa,TA,Y,WD,Normal,112000,97,192,1.5,1346
2143,907227060,20,RL,60,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,864,GasA,Gd,Y,SBrkr,3,1,Ex,5,Typ,0,none,Detchd,Fin,2,576,Gd,Ex,Y,WD,Normal,127000,35,155,2,864
1816,531451150,160,RL,50,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,630,GasA,Ex,Y,SBrkr,2,1,TA,5,Typ,2,TA,Attchd,RFn,1,283,TA,TA,Y,WD,Normal,128000,27,340,1.5,1266
600,534275060,20,RL,60,7436,Pave,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,894,GasA,Gd,Y,SBrkr,2,1,TA,5,Typ,1,Po,Detchd,Unf,2,396,TA,TA,Y,WD,Normal,141500,49,360,2,894
2663,902328100,75,RM,65,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,815,GasA,Ex,Y,SBrkr,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,225,TA,TA,Y,ConLw,Normal,144000,90,330,1,1690
1662,527377110,60,RL,80,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,1084,GasA,TA,Y,SBrkr,4,1,TA,8,Typ,1,TA,Attchd,Unf,2,488,TA,TA,Y,WD,Normal,178900,33,96,3.5,1877
2078,905401020,20,RL,102,12671,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,MetalSd,MetalSd,Stone,TA,Gd,CBlock,Gd,Fa,No,LwQ,Unf,1288,GasA,Ex,Y,SBrkr,4,1,Gd,6,Min2,2,Gd,Attchd,Fin,2,527,TA,TA,Y,WD,Normal,255000,53,207,3,2422
2902,921205030,20,RL,88,11443,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1868,GasA,Ex,Y,SBrkr,2,1,Gd,7,Typ,2,Gd,Attchd,RFn,3,880,TA,TA,Y,New,Partial,369900,1,392,3,2028
594,534200030,20,RL,62,7130,Pave,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,TA,TA,No,BLQ,Unf,864,GasA,TA,Y,SBrkr,2,1,TA,5,Typ,0,none,Attchd,Fin,1,312,TA,TA,Y,WD,Normal,130000,42,0,1.5,864
959,916382010,60,RL,83,13159,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Ex,TA,Av,Unf,Unf,846,GasA,Gd,Y,SBrkr,3,1,Gd,6,Typ,0,none,Attchd,RFn,2,650,TA,TA,Y,New,Partial,224500,0,322,2.5,1692
2167,907420110,60,RL,64,9045,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,768,GasA,Ex,Y,SBrkr,3,1,Gd,6,Typ,0,none,Attchd,Fin,2,400,TA,TA,Y,WD,Normal,167000,2,40,2.5,1536
937,909452050,80,RL,NA,13607,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,572,GasA,Gd,Y,SBrkr,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2,501,TA,TA,Y,WD,Normal,208000,23,512,3.5,1982
2092,906201023,60,RL,116,13474,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,700,GasA,Gd,Y,SBrkr,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3,746,TA,TA,Y,WD,Normal,225000,17,395,3.5,2243
1145,531450030,60,RL,75,8285,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,836,GasA,Gd,Y,SBrkr,3,1,Gd,7,Typ,0,none,Attchd,Fin,2,506,TA,TA,Y,WD,Normal,175000,16,277,3,1737
512,528439060,20,RL,76,9139,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1422,GasA,Ex,Y,SBrkr,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,492,TA,TA,Y,WD,Normal,245000,3,347,2,1432
250,906378100,20,RL,64,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1694,GasA,Ex,Y,SBrkr,3,1,Gd,7,Typ,0,none,Attchd,RFn,3,776,TA,TA,Y,WD,Normal,245350,2,193,2,1694
2408,528186100,20,RL,61,7740,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,1686,GasA,Ex,Y,SBrkr,1,1,Ex,6,Typ,1,Gd,Attchd,Fin,3,899,TA,TA,Y,New,Partial,332200,0,366,3,1686
2308,526302120,20,RL,NA,11765,Pave,IR1,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,1617,GasA,Fa,Y,SBrkr,3,1,TA,7,Typ,1,TA,Attchd,Unf,3,960,TA,TA,Y,WD,Normal,169000,49,0,1.5,1797
409,527452060,120,RL,NA,4928,Pave,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,958,GasA,TA,Y,SBrkr,2,1,TA,5,Typ,0,none,Attchd,RFn,2,440,TA,TA,Y,WD,Normal,143750,33,60,2,958
2679,903231240,30,RM,51,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,768,GasA,TA,N,SBrkr,3,1,TA,6,Min1,0,none,Detchd,Unf,1,450,TA,TA,Y,WD,Abnorml,88000,81,232,1,1015
282,908208020,20,RM,80,8546,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,1121,GasA,Ex,Y,SBrkr,2,1,TA,5,Typ,0,none,Attchd,RFn,2,440,TA,TA,Y,WD,Normal,140000,7,196,2,1121
196,903227020,50,RM,50,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,LwQ,Unf,572,GasA,Ex,Y,FuseA,3,1,TA,6,Typ,2,Gd,Detchd,Unf,2,576,TA,TA,Y,WD,Normal,128000,70,0,2,1196
